100481	Get hyped and increase velocity when pressured by or passing another runner while well-positioned on the final straight.
100501	Increase velocity with smoldering ambition when moving up from midpack on the final corner or later.
100511	If the user engaged in a challenge on a mid-race corner, increase acceleration when well-positioned late-race at least halfway through the final corner.
100521	Recover endurance with a glance at nearby runners when positioned toward the back on the final corner.
100561	Clear a path forward with the power of divination when the way ahead is jammed late-race.
100581	Aim for the front with unwavering determination when passing another runner from midpack or further back on a corner late-race.
100591	Having run the race calmly, increase acceleration with hardened determination when making a move mid-race, or on a crucial corner late-race whilst in midpack.
100601	Increase velocity with flaring fighting spirit when positioned 3rd and about to lose late-race.
100611	Greatly increase velocity in a true display of skill with 200m remaining after racing calmly.
100621	Recover endurance and moderately increase velocity with newfound resolve when in midpack around halfway through the race.
100641	If positioned toward the front from the start of the race until the second half of the race, good vibes recover endurance and moderately increase velocity steadily.
100671	If well-positioned at the start of the final straight, her strong willpower to win increases velocity. If positioned near the front, greatly increase velocity instead.
100681	Moderately increase velocity when positioned toward the front on the third corner in the second half of the race. Or, kick forward hard when toward the front on the backstretch late-race.
100691	Increase velocity with blossoming ambition when well-positioned and close to the runner ahead with 300m or less remaining.
100711	Seize the moment when close to the runner behind on the final straight, slightly consuming endurance to greatly increase velocity for a moderate duration.
100721	If the user passes another runner on the final corner or later, increase velocity with fiery fighting spirit when in the front part of the pack with 300m or less remaining.
100741	From the midpack in the second half of the race, slightly increase velocity steadily for a duration based on remaining endurance.
110011	Recover endurance by relaxing after activating 2 skills when positioned midpack mid-race.
110031	Greatly increase velocity with an indomitable fighting spirit on the final straight after being on the heels of another runner toward the front on the final corner or later.
110041	Increase velocity enthusiastically when positioned toward the front in the second half of the race after recovering endurance with a skill.
110051	When passing another racer at the front part of the pack on the final corner or later, perform a dazzling display that greatly increases velocity for a moderate duration.
110061	Control breathing and kick forward hard toward victory in the second half of the race after recovering endurance with skills at least 3 times.
110101	If positioned toward the front with 200m remaining, increase velocity. Then, if also positioned near the leading Umamusume, gather strength to move slightly forward.
110111	Greatly recover endurance with a gentle light when overtaken toward the back mid-race.
110131	Increase velocity continuously when pressured by another runner and running out of energy toward the front on the final corner or later.
110141	Increase acceleration with blazing passion when aiming for the front from midpack on the final corner.
110151	Increase velocity for a moderate duration when in the front part of the pack with 400m remaining. If at least 7 skills have been activated, greatly increase velocity for a moderate duration instead.
110171	Increase velocity with a blazing spirit when pressured by another runner in the front part of the pack on the final corner or later.
110181	Increase velocity when starting to make a move from a position toward the front mid-race.
110201	If positioned toward the front on a straight late-race, increase velocity with high spirits. If the straight is on the backstretch, also increase acceleration very slightly.
110221	If well-positioned late-race on the final corner or later, increase velocity. If there's a large distance left to the finish, also increase acceleration very slightly with perfect form.
110231	Increase velocity by deriving a path to victory mid-race after staying well-positioned from the start of the race up until the second half.
110241	Increase velocity when passing another runner toward the front on the final corner. If passing toward the back, increase acceleration instead.
110261	Take a slight breather and increase velocity when in the front part of the pack and detecting another runner coming from behind on a corner mid-race.
110301	Suck endurance from runners ahead when well-positioned and pressured by another runner mid-race.
110371	Increase velocity continuously with a patissiere's pride on the final straight after passing another runner 3 times on the final corner or later.
110381	If positioned toward the front with 350m or less remaining and there is another Umamusume close behind, the determination to stay ahead makes it easier to break out of the pack.
110401	Increase ability to break out of the pack when engaged in a challenge in midpack on the final corner.
110451	Increase ability to break out of the pack when well-positioned and close to the runner ahead on the final straight.
110521	Give max effort when far from the lead on the final corner, moderately increasing velocity steadily for a duration proportional to distance from the lead.
110561	Increase velocity with a surge of great fortune when pressured by another runner toward the back in the second half of the race.
110591	If positioned midpack on a downhill just before late-race and there's a large distance left to the finish, enjoy the race to the fullest, increasing velocity.
110601	If the user passes another runner on the final corner or later, increase velocity from the midpack onward on the final straight. If the user isn't one of the top favorites, muster resolve to keep steadily increasing velocity.
110611	If the user stays toward the very back during the first half of the race without being rushed, unleash fighting spirit to increase acceleration on the final straight.
120011	If the user activates another skill on the final corner late-race, take the crowd's cheers to heart and moderately increase velocity. If racing at Nakayama Racecourse, greatly increase velocity instead.
200011	Increase performance on right-handed tracks.
200012	Moderately increase performance on right-handed tracks.
200013	Moderately decrease performance on right-handed tracks.
200014	Increase proficiency in right-handed tracks, increasing Speed and Power.
200021	Increase performance on left-handed tracks.
200022	Moderately increase performance on left-handed tracks.
200023	Moderately decrease performance on left-handed tracks.
200031	Increase performance at Tokyo Racecourse.
200032	Moderately increase performance at Tokyo Racecourse.
200033	Moderately decrease performance at Tokyo Racecourse.
200041	Increase performance at Nakayama Racecourse.
200042	Moderately increase performance at Nakayama Racecourse.
200043	Moderately decrease performance at Nakayama Racecourse.
200051	Increase performance at Hanshin Racecourse.
200052	Moderately increase performance at Hanshin Racecourse.
200053	Moderately decrease performance at Hanshin Racecourse.
200061	Increase performance at Kyoto Racecourse.
200062	Moderately increase performance at Kyoto Racecourse.
200063	Moderately decrease performance at Kyoto Racecourse.
200064	Increase performance at Kyoto Racecourse, boosting Stamina and Wit.
200071	Increase performance at Chukyo Racecourse.
200072	Moderately increase performance at Chukyo Racecourse.
200073	Moderately decrease performance at Chukyo Racecourse.
200081	Increase performance at Sapporo Racecourse.
200082	Moderately increase performance at Sapporo Racecourse.
200083	Moderately decrease performance at Sapporo Racecourse.
200091	Increase performance at Hakodate Racecourse.
200092	Moderately increase performance at Hakodate Racecourse.
200093	Moderately decrease performance at Hakodate Racecourse.
200101	Increase performance at Fukushima Racecourse.
200102	Moderately increase performance at Fukushima Racecourse.
200103	Moderately decrease performance at Fukushima Racecourse.
200111	Increase performance at Niigata Racecourse.
200112	Moderately increase performance at Niigata Racecourse.
200113	Moderately decrease performance at Niigata Racecourse.
200121	Increase performance at Kokura Racecourse.
200122	Moderately increase performance at Kokura Racecourse.
200123	Moderately decrease performance at Kokura Racecourse.
200131	Increase performance over standard distances (multiples of 400m).
200132	Moderately increase performance over standard distances (multiples of 400m).
200133	Moderately decrease performance over standard distances (multiples of 400m).
200141	Increase performance over non-standard distances (non-multiples of 400m).
200142	Moderately increase performance over non-standard distances (non-multiples of 400m).
200143	Moderately decrease performance over non-standard distances (non-multiples of 400m).
200151	Increase performance on firm ground.
200152	Moderately increase performance on firm ground.
200153	Moderately decrease performance on firm ground.
200154	Increase performance on firm ground, boosting Power and Speed.
200161	Increase performance on good, soft, and heavy ground.
200162	Moderately increase performance on good, soft, and heavy ground.
200163	Moderately decrease performance on good, soft, and heavy ground.
200171	Increase performance in spring.
200172	Moderately increase performance in spring.
200173	Moderately decrease performance in spring.
200174	Increase performance in spring, boosting Speed and Power.
200181	Increase performance in summer.
200182	Moderately increase performance in summer.
200183	Moderately decrease performance in summer.
200191	Increase performance in fall.
200192	Moderately increase performance in fall.
200193	Moderately decrease performance in fall.
200194	Increase performance in fall, boosting Speed and Power.
200201	Increase performance in winter.
200202	Moderately increase performance in winter.
200203	Moderately decrease performance in winter.
200211	Increase performance in sunny weather.
200212	Moderately increase performance in sunny weather.
200221	Increase performance in cloudy weather.
200222	Moderately increase performance in cloudy weather.
200231	Increase performance in rainy weather.
200232	Moderately increase performance in rainy weather.
200233	Moderately decrease performance in rainy weather.
200241	Increase performance in snowy weather.
200242	Moderately increase performance in snowy weather.
200251	Increase performance in brackets 1–3.
200252	Moderately increase performance in brackets 1–3.
200253	Moderately decrease performance in brackets 1–3.
200261	Increase performance in brackets 6–8.
200262	Moderately increase performance in brackets 6–8.
200263	Moderately decrease performance in brackets 6–8.
200271	Greatly increase performance when no other runners are using the same strategy.
200272	Increase performance when no other runners are using the same strategy.
200281	Increase performance when many other runners are using the same strategy.
200282	Moderately increase performance when many other runners are using the same strategy.
200283	Moderately decrease performance when many other runners are using the same strategy.
200291	Increase performance when the favorite is using the same strategy.
200292	Moderately increase performance when the favorite is using the same strategy.
200301	Increase performance when 4th favorite or below.
200302	Moderately increase performance when 4th favorite or below.
200311	Moderately decrease performance in G1 or otherwise important races.
200321	Moderately decrease performance when the favorite.
200331	Increase velocity on a corner with skilled turning.
200332	Slightly increase velocity on a corner with skilled turning.
200333	Moderately decrease velocity on a corner with clumsy turning.
200341	Increase acceleration on a corner with masterful turning.
200342	Slightly increase acceleration on a corner with masterful turning.
200343	Moderately decrease acceleration on a corner with awkward turning.
200351	Recover endurance on a corner with efficient turning.
200352	Slightly recover endurance on a corner with efficient turning.
200353	Moderately lose endurance on a corner with inefficient turning.
200361	Increase velocity on a straight.
200362	Slightly increase velocity on a straight.
200371	Increase acceleration on a straight.
200372	Slightly increase acceleration on a straight.
200381	Recover endurance on a straight.
200382	Slightly recover endurance on a straight.
200391	Moderately increase fatigue on an uphill.
200401	Moderately lose endurance when surrounded.
200411	Moderately increase urge to give up when positioned around the very back on the final straight.
200421	Moderately increase carelessness when in the lead with around 200m remaining.
200431	Decrease time lost to slow starts.
200432	Slightly decrease time lost to slow starts.
200433	Moderately increase time lost to slow starts.
200441	Recover endurance when the way ahead is jammed early-race or mid-race.
200442	Slightly recover endurance when the way ahead is jammed early-race or mid-race.
200451	Greatly increase navigation early-race.
200452	Increase navigation early-race.
200461	Increase velocity when passing another runner mid-race.
200462	Slightly increase velocity when passing another runner mid-race.
200471	Recover endurance when passed by another runner mid-race.
200472	Slightly recover endurance when passed by another runner mid-race.
200481	Recover endurance when surrounded mid-race.
200482	Slightly recover endurance when surrounded mid-race.
200491	Increase maneuverability when the way ahead is blocked in the last spurt.
200492	Slightly increase maneuverability when the way ahead is blocked in the last spurt.
200501	Increase navigation late-race.
200502	Moderately increase navigation late-race.
200511	Increase velocity in the last spurt.
200512	Slightly increase velocity in the last spurt.
200521	Moderately increase fatigue when in the lead by too large of a margin.
200531	Increase ability to go to the front early-race. (Front Runner)
200532	Slightly increase ability to go to the front early-race. (Front Runner)
200541	Increase ability to go to the front mid-race. (Front Runner)
200542	Slightly increase ability to go to the front mid-race. (Front Runner)
200551	Increase ability to keep the lead on the final corner. (Front Runner)
200552	Slightly increase ability to keep the lead on the final corner. (Front Runner)
200561	Decrease fatigue upon approaching mid-race. (Pace Chaser)
200562	Slightly decrease fatigue upon approaching mid-race. (Pace Chaser)
200571	Decrease fatigue mid-race. (Pace Chaser)
200572	Slightly decrease fatigue mid-race. (Pace Chaser)
200581	Increase ability to break out of the pack on the final corner. (Pace Chaser)
200582	Slightly increase ability to break out of the pack on the final corner. (Pace Chaser)
200591	Increase velocity mid-race. (Late Surger)
200592	Slightly increase velocity mid-race. (Late Surger)
200601	Increase acceleration late-race. (Late Surger)
200602	Slightly increase acceleration late-race. (Late Surger)
200611	Increase velocity when passing another runner on the outside on the final corner. (Late Surger)
200612	Slightly increase velocity when passing another runner on the outside on the final corner. (Late Surger)
200621	Decrease fatigue mid-race. (End Closer)
200622	Slightly decrease fatigue mid-race. (End Closer)
200631	Move up in preparation to close the gap when positioned toward the back late-race. (End Closer)
200632	Slightly move up in preparation to close the gap when positioned toward the back late-race. (End Closer)
200641	Increase acceleration on a straight in the last spurt. (End Closer)
200642	Slightly increase acceleration on a straight in the last spurt. (End Closer)
200651	Increase acceleration on a straight. (Sprint)
200652	Slightly increase acceleration on a straight. (Sprint)
200662	Slightly decrease fatigue and very slightly increase acceleration when positioned toward the back mid-race. (Sprint)
200671	Increase spurting ability when positioned toward the back late-race. (Sprint)
200672	Slightly increase spurting ability when positioned toward the back late-race. (Sprint)
200681	Widen the margin when positioned toward the front early-race. (Mile)
200682	Slightly widen the margin when positioned toward the front early-race. (Mile)
200691	Decrease fatigue, then moderately decrease velocity of runners ahead when positioned toward the back upon approaching mid-race. (Mile)
200692	Slightly decrease fatigue, then very slightly decrease velocity of runners ahead when positioned toward the back upon approaching mid-race. (Mile)
200701	Increase passing ability when positioned toward the back late-race. (Mile)
200702	Slightly increase passing ability when positioned toward the back late-race. (Mile)
200711	Decrease fatigue when positioned toward the front mid-race. (Medium)
200712	Slightly decrease fatigue when positioned toward the front mid-race. (Medium)
200721	Increase positioning ability when positioned toward the front mid-race. (Medium)
200722	Slightly increase positioning ability when positioned toward the front mid-race. (Medium)
200731	Increase ability to fight back when passed by another runner on the final corner. (Medium)
200732	Slightly increase ability to fight back when passed by another runner on the final corner. (Medium)
200741	Decrease fatigue by taking a breather upon entering a straight. (Long)
200742	Slightly decrease fatigue by taking a breather upon entering a straight. (Long)
200751	Increase velocity when near the inner rail on the final corner. (Long)
200752	Slightly increase velocity when near the inner rail on the final corner. (Long)
200761	Regain the energy to run when close to exhausting strength. (Long)
200762	Slightly regain the energy to run when close to exhausting strength. (Long)
200771	Slightly increase fatigue for rushed runners behind when positioned toward the front mid-race.
200772	Increase fatigue for rushed runners behind when positioned toward the front mid-race.
200781	Slightly increase fatigue for rushed runners ahead when positioned toward the back mid-race.
200791	Increase time needed for front runners to calm down when they become rushed.
200801	Increase time needed for pace chasers to calm down when they become rushed.
200811	Increase time needed for late surgers to calm down when they become rushed.
200821	Increase time needed for end closers to calm down when they become rushed.
200831	Slightly increase fatigue for front runners early-race.
200841	Slightly increase fatigue for front runners mid-race.
200851	Slightly decrease velocity of front runners late-race.
200861	Slightly increase fatigue for pace chasers early-race.
200871	Slightly increase fatigue for pace chasers mid-race.
200881	Slightly decrease velocity of pace chasers late-race.
200891	Slightly increase fatigue for late surgers early-race.
200901	Slightly increase fatigue for late surgers mid-race.
200911	Slightly decrease velocity of late surgers late-race.
200921	Slightly increase fatigue for end closers early-race.
200931	Slightly increase fatigue for end closers mid-race.
200941	Slightly decrease velocity of end closers late-race.
200951	Increase performance at Oi Racecourse.
200952	Moderately increase performance at Oi Racecourse.
200953	Moderately decrease performance at Oi Racecourse.
200961	Moderately increase velocity on a straight. (Sprint)
200962	Slightly increase velocity on a straight. (Sprint)
200971	Moderately increase velocity on a corner. (Sprint)
200972	Slightly increase velocity on a corner. (Sprint)
200981	Increase ability to maintain the lead when leading by a large margin mid-race. (Sprint)
200982	Slightly increase ability to maintain the lead when leading by a large margin mid-race. (Sprint)
200991	Increase passing ability when positioned toward the front upon approaching late-race. (Sprint)
200992	Slightly increase passing ability when positioned toward the front upon approaching late-race. (Sprint)
201001	Prepare to make for the finish line for a medium duration mid-race. (Sprint)
201002	Moderately prepare to make for the finish line for a medium duration mid-race. (Sprint)
201011	Intimidate runners behind when positioned toward the front early-race. (Sprint)
201012	Moderately intimidate runners behind when positioned toward the front early-race. (Sprint)
201021	Cause panic in and moderately dull movement for runners ahead when positioned toward the back early-race. (Sprint)
201022	Slightly cause panic in and very slightly dull movement for runners ahead when positioned toward the back early-race. (Sprint)
201031	Moderately increase velocity on a straight. (Mile)
201032	Slightly increase velocity on a straight. (Mile)
201041	Moderately increase velocity on a corner. (Mile)
201042	Slightly increase velocity on a corner. (Mile)
201051	Increase passing ability when positioned toward the front mid-race. (Mile)
201052	Slightly increase passing ability when positioned toward the front mid-race. (Mile)
201061	Increase acceleration when passing another runner mid-race. (Mile)
201062	Slightly increase acceleration when passing another runner mid-race. (Mile)
201071	Increase passing ability. (Mile)
201072	Slightly increase passing ability. (Mile)
201081	Moderately steal velocity from runners behind when positioned toward the front mid-race. (Mile)
201082	Slightly steal velocity from runners behind when positioned toward the front mid-race. (Mile)
201091	Dull movement for runners ahead when positioned toward the back early-race. (Mile)
201092	Slightly dull movement for runners ahead when positioned toward the back early-race. (Mile)
201101	Moderately increase velocity on a straight. (Medium)
201102	Slightly increase velocity on a straight. (Medium)
201103	Increase velocity on a straight. (Medium)
201111	Moderately increase velocity on a corner. (Medium)
201112	Slightly increase velocity on a corner. (Medium)
201113	Increase velocity on corners. (Medium)
201121	Widen field of view with heightened observation early-race. (Medium)
201122	Moderately widen field of view with heightened observation early-race. (Medium)
201131	Avoid becoming surrounded for a medium duration when positioned toward the back mid-race. (Medium)
201132	Moderately avoid becoming surrounded for a medium duration when positioned toward the back mid-race. (Medium)
201141	Decrease fatigue when moving sideways. (Medium)
201142	Slightly decrease fatigue when moving sideways. (Medium)
201151	Decrease velocity of runners ahead when positioned toward the back late-race. (Medium)
201152	Slightly decrease velocity of runners ahead when positioned toward the back late-race. (Medium)
201161	Disturb runners directly ahead mid-race. (Medium)
201162	Slightly disturb runners directly ahead mid-race. (Medium)
201171	Moderately increase velocity on a straight. (Long)
201172	Slightly increase velocity on a straight. (Long)
201173	Increase velocity on a straight. (Long)
201181	Moderately increase velocity on a corner. (Long)
201182	Slightly increase velocity on a corner. (Long)
201191	Increase ability to maintain the lead when leading by a fair margin mid-race. (Long)
201192	Slightly increase ability to maintain the lead when leading by a fair margin mid-race. (Long)
201201	Decrease fatigue when determined to pass another runner. (Long)
201202	Slightly decrease fatigue when determined to pass another runner. (Long)
201211	Increase velocity when passing another runner late-race. (Long)
201212	Slightly increase velocity when passing another runner late-race. (Long)
201221	Slightly steal endurance from runners ahead when positioned toward the back mid-race. (Long)
201222	Very slightly steal endurance from runners ahead when positioned toward the back mid-race. (Long)
201231	Narrow the field of view for runners ahead late-race. (Long)
201232	Moderately narrow the field of view for runners ahead late-race. (Long)
201241	Moderately increase velocity on a straight. (Front Runner)
201242	Slightly increase velocity on a straight. (Front Runner)
201251	Moderately increase velocity on a corner. (Front Runner)
201252	Slightly increase velocity on a corner. (Front Runner)
201261	Avoid becoming surrounded early-race. (Front Runner)
201262	Moderately avoid becoming surrounded early-race. (Front Runner)
201271	Increase ability to pass or challenge another runner early-race or mid-race. (Front Runner)
201272	Slightly increase ability to pass or challenge another runner early-race or mid-race. (Front Runner)
201281	Reduce fatigue on an uphill. (Front Runner)
201282	Slightly reduce fatigue on an uphill. (Front Runner)
201291	Increase acceleration when not in the lead mid-race. (Front Runner)
201292	Slightly increase acceleration when not in the lead mid-race. (Front Runner)
201302	Slightly dull movement for runners ahead when not in the lead early-race. (Front Runner)
201311	Moderately increase velocity on a straight. (Pace Chaser)
201312	Slightly increase velocity on a straight. (Pace Chaser)
201321	Moderately increase velocity on a corner. (Pace Chaser)
201322	Slightly increase velocity on a corner. (Pace Chaser)
201331	Moderately increase ability to navigate smoothly. (Pace Chaser)
201332	Slightly increase ability to navigate smoothly. (Pace Chaser)
201341	Moderately improve running on a downhill. (Pace Chaser)
201342	Slightly improve running on a downhill. (Pace Chaser)
201351	Recover endurance mid-race. (Pace Chaser)
201352	Slightly recover endurance mid-race. (Pace Chaser)
201361	Moderately increase acceleration when positioned toward the back mid-race. (Pace Chaser)
201362	Slightly increase acceleration when positioned toward the back mid-race. (Pace Chaser)
201371	Moderately narrow the field of view for runners behind when positioned toward the front late-race. (Pace Chaser)
201372	Slightly narrow the field of view for runners behind when positioned toward the front late-race. (Pace Chaser)
201381	Moderately increase velocity on a straight. (Late Surger)
201382	Slightly increase velocity on a straight. (Late Surger)
201391	Moderately increase velocity on a corner. (Late Surger)
201392	Slightly increase velocity on a corner. (Late Surger)
201401	Moderately increase acceleration for a medium duration when trying to pass another runner. (Late Surger)
201402	Slightly increase acceleration for a medium duration when trying to pass another runner. (Late Surger)
201411	Increase velocity on an uphill. (Late Surger)
201412	Slightly increase velocity on an uphill. (Late Surger)
201421	Recover endurance late-race. (Late Surger)
201422	Slightly recover endurance late-race. (Late Surger)
201431	Widen field of view with heightened observation mid-race. (Late Surger)
201432	Slightly widen field of view with heightened observation mid-race. (Late Surger)
201441	Startle other runners late-race. (Late Surger)
201442	Slightly startle other runners late-race. (Late Surger)
201451	Moderately increase velocity on a straight. (End Closer)
201452	Slightly increase velocity on a straight. (End Closer)
201453	Increase velocity on straights. (End Closer)
201461	Moderately increase velocity on a corner. (End Closer)
201462	Slightly increase velocity on a corner. (End Closer)
201471	Moderately widen field of view with situational awareness when moving sideways. (End Closer)
201472	Slightly widen field of view with situational awareness when moving sideways. (End Closer)
201481	Reduce fatigue on a downhill. (End Closer)
201482	Slightly reduce fatigue on a downhill. (End Closer)
201491	Regain composure by calming down when the way ahead is jammed. (End Closer)
201492	Slightly regain composure by calming down when the way ahead is jammed. (End Closer)
201501	Widen field of view when positioned toward the back late-race. (End Closer)
201502	Slightly widen field of view when positioned toward the back late-race. (End Closer)
201511	Unnerve runners in focus late-race. (End Closer)
201512	Slightly unnerve runners in focus late-race. (End Closer)
201521	Increase ability to get into a good position. (Front Runner)
201522	Moderately increase ability to get into a good position. (Front Runner)
201531	Increase ability to get into a good position. (Pace Chaser)
201532	Moderately increase ability to get into a good position. (Pace Chaser)
201541	Increase ability to get into a good position. (Late Surger)
201542	Moderately increase ability to get into a good position. (Late Surger)
201551	Increase ability to get into a good position. (End Closer)
201552	Moderately increase ability to get into a good position. (End Closer)
201561	Good things may happen when in bracket 7.
201562	Moderately good things may happen when in bracket 7.
201571	Slightly gain energy with 777m remaining.
201581	Slightly improve running on an uphill.
201591	Slightly increase velocity when close to many runners.
201592	Increase velocity when close to many runners.
201601	Slightly increase acceleration after activating many skills early-race.
201611	Slightly increase velocity after activating many skills mid-race.
201612	Increase velocity after activating many skills mid-race.
201621	Slightly recover endurance after activating many skills late-race.
201631	Moderately increase performance when many runners share a sympathetic heart.
201641	Moderately increase performance when no other runners have the heart of a lone wolf.
201651	Slightly decrease wind resistance when following directly behind another runner.
201661	Slightly increase velocity when followed by another runner directly behind for a long time.
201662	Increase velocity when followed by another runner directly behind for a long time.
201671	Increase velocity when engaged in a challenge mid-race. (Dirt)
201672	Slightly increase velocity when engaged in a challenge mid-race. (Dirt)
201681	Prepare to aim for the front late-race. (Dirt)
201682	Moderately prepare to aim for the front late-race. (Dirt)
201691	Recover endurance when positioned toward the back upon approaching mid-race. (Late Surger)
201692	Slightly recover endurance when positioned toward the back upon approaching mid-race. (Late Surger)
201701	Increase velocity when well-positioned on a straight in the last spurt. (Medium)
201702	Slightly increase velocity when well-positioned on a straight in the last spurt. (Medium)
201801	Moderately decrease performance on firm ground.
201901	Increase acceleration when positioned toward the front late-race. (Pace Chaser)
201902	Slightly increase acceleration when positioned toward the front late-race. (Pace Chaser)
202001	Recover endurance and increase velocity when positioned toward the back mid-race. (Dirt)
202002	Slightly recover endurance when positioned toward the back mid-race. (Dirt)
202011	Increase velocity when positioned toward the front upon approaching late-race. (Long)
202012	Slightly increase velocity when positioned toward the front upon approaching late-race. (Long)
202021	Moderately increase velocity for a medium duration when positioned toward the back mid-race. (End Closer)
202022	Very slightly increase velocity for a medium duration when positioned toward the back mid-race. (End Closer)
202031	Greatly increase velocity in the second half of the race, but also greatly increase fatigue sometimes.
202032	Moderately increase velocity in the second half of the race, but also greatly increase fatigue sometimes.
202041	Increase velocity when positioned toward the front upon approaching late-race. (Sprint)
202042	Slightly increase velocity when positioned toward the front upon approaching late-race. (Sprint)
202051	Attempt to gain an especially large lead and keep it until the finish. (Front Runner)
202061	Everyone's expectations strongly inspire the user, increasing velocity on the final corner. (Long)
202071	If positioned in the midpack around when the mid-race starts, slightly decrease velocity and greatly recover endurance. (Long)
202072	If positioned in the midpack around when the mid-race starts, slightly decrease velocity and moderately recover endurance. (Long)
202081	If positioned toward the back late-race, increase acceleration. (Medium)
202082	If positioned toward the back late-race, slightly increase acceleration. (Medium)
202091	When engaged in a challenge midpack mid-race, moderately recover endurance and moderately increase velocity. (Medium)
