201411,20012
201412,20011
201421,20022
201422,20021
201431,20092
201432,20091
201441,30052
201442,30051
201451,20011
201452,20011
201453,20012
201461,20011
201462,20011
201471,20092
201472,20091
201481,20022
201482,20021
201491,20022
201492,20021
201501,20092
201502,20091
201511,30012
201512,30011
201521,10051
201522,10051
201531,10051
201532,10051
201541,10051
201542,10051
201551,10051
201552,10051
201561,10062
201562,10061
201571,20021
201581,20041
201591,20011
201592,20012
201601,20041
201611,20011
201612,20012
201621,20021
201631,10011
201641,10011
201651,20011
201652,20012
201661,20011
201662,20012
201671,20012
201672,20011
201681,20052
201682,20051
201691,20022
201692,20021
201701,20012
201702,20011
201801,10014
201901,20042
201902,20041
202001,20022
202002,20021
202011,20012
202012,20011
202021,20012
202022,20011
202031,20012
202032,20011
202041,20012
202042,20011
202051,40012
202061,2010010
202071,20022
202072,20021
202081,20042
202082,20041
202091,20012
202092,20011
202101,20012
202102,20011
202111,20012
202112,20011
202121,20012
202122,20011
202131,20012
202132,20011
202141,20064
202151,20012
202152,20011
202161,10051
202172,20011
202181,10044
202191,20022
202192,20021
202251,10011
202252,10011
202261,20012
202262,20011
202281,20012
202282,20011
202301,20012
202302,20011
202311,20042
202312,20041
202321,20042
202322,20041
202331,10012
202332,10011
202341,10012
202342,10011
202343,10011
202351,30012
202352,30011
202361,30012
202362,30011
202371,20012
202372,20011
202381,20012
202382,20011
202401,20042
202402,20041
202411,20012
202412,20011
202421,20042
202422,20041
202431,20012
202432,20011
202441,10012
202451,20012
202452,20011
202461,20012
202462,20011
202471,20012
202472,20011
202481,20042
202482,20041
202501,20012
202502,20011
210011,20102
210012,20101
210021,20112
210022,20111
210031,20122
210032,20121
210041,20102
210042,20101
210051,20132
210052,20131
210061,20142
210062,20141
210081,20162
210082,20161
210091,20161
210101,20161
210111,20161
210121,20171
210131,20161
210141,20181
300011,10021
300021,10012
300031,10011
300041,10014
300051,20015
300061,20012
300071,10011
300081,10021
300091,10031
300101,20022
300111,10011
300121,10022
300131,20013
300141,20013
900011,20011
900021,20011
900031,20011
900041,20041
900051,20011
900061,20011
900071,20011
900081,20011
900091,20011
900101,20041
900111,20011
900121,20011
900131,20011
900141,20011
900151,20011
900161,20011
900171,20011
900181,20011
900191,20011
900201,20041
900211,20011
900221,20011
900231,20011
900241,20011
900251,20011
900261,20011
900271,20041
900281,20011
900301,20011
900311,20011
900321,20021
900331,20011
900341,20011
900351,20011
900361,20011
900371,20011
900381,20011
900391,20011
900401,20041
900411,20011
900441,20011
900451,20021
900461,20011
900481,20011
900501,20011
900511,20041
900521,20021
900531,20041
900561,20011
900581,20011
900591,20041
900601,20011
900611,20011
900621,20021
900641,20021
900671,20011
900681,20011
900691,20011
900711,20011
900721,20011
900741,20011
910011,20021
910031,20011
910041,20011
910051,20011
910061,20011
910071,20011
910101,20011
910111,20021
910131,20011
910141,20041
910151,20011
910171,20011
910181,20011
910201,20011
910221,20011
910231,20011
910241,20011
910261,20011
910301,20021
910371,20011
910381,20011
910401,20011
910451,20011
910521,20011
910561,20011
910591,20011
910601,20011
910611,20041
920011,20011
920131,20011
1000011,1010011
1000012,1010011
1100011,20064
1200011,10051
1200021,10021
1200031,10031
